Constituencies, CANDIDATE NAME , PARTY , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
Charkop,6 Janardanji Gupta,SVPP,400,1.66%,288602,
Charkop,7 Ansari Mohd. Azad,IND,358,0.68%,288602,
Charkop,8 Mohammad Ibrahim Khan,BMUP,292,0.26%,288602,
Charkop,TOTAL,NA,152192,0.24%,NA,
Malad West,1 Aslam Ramzanali Shaikh,INC,79514,0.19%,296495,
Malad West,2 Thakur Ramesh singh,BJP,69131,52.73%,296495,
Malad West,3 NOTA,NOTA,3490,50.87%,296495,
Malad West,4 Shakeel Hasan Patni,IND,927,44.22%,296495,
Malad West,5 Keshav Govinda Jadhav,BSP,864,2.23%,296495,
Malad West,6 Ismail Shaikh,AIMIM,818,0.59%,296495,
Malad West,7 Amzad Sarmad Shaikh,IND,681,0.55%,296495,
Malad West,8 VIdya Naik,JD(S),300,0.52%,296495,
Malad West,9 Venu Pillai,IND,170,0.44%,296495,
Malad West,10 Mohammed Taufeeq Idris Quereshi,IUML,169,0.19%,296495,
Malad West,11 Kamlesh Dhumal,IND,157,0.11%,296495,
Malad West,12 Jayesh Vrajlal Gohil,BMFP,97,0.11%,296495,
Malad West,TOTAL,NA,156318,0.10%,NA,
Goregaon,1 VIDYA JAIPRAKASH THAKUR,BJP,81233,0.06%,327926,
Goregaon,2 MOHITE YUVRAJ GANESH,INC,32326,52.72%,327926,
Goregaon,3 VIRENDRA JADHAV,MNS,26689,53.34%,327926,
Goregaon,4 NOSHAD YAKUB SHIKALGAR,VBA,5363,21.23%,327926,
Goregaon,5 NOTA,NOTA,4217,17.52%,327926,
Goregaon,6 AMOL DASHARATH SAWANT,BSP,1181,3.52%,327926,
Goregaon,7 BHONSLE MAHENDRA MALUSARE,IND,545,2.77%,327926,
Goregaon,8 Adv AJAY KAILASHNATH DUBEY,JANADIP,322,0.78%,327926,
Goregaon,9 Adv. MITESH VARSHNEY,IND,220,0.36%,327926,
Goregaon,10 PURUSHOTTAM MANUBHAI PATEL,IND,201,0.21%,327926,
Goregaon,TOTAL,NA,152297,0.14%,NA,
Versova,1 DR. BHARATI LAVEKAR,BJP,41057,0.13%,285116,
Versova,2 BALDEV KHOSA,INC,35871,46.44%,285116,
Versova,3 RAJUL SURESH PATEL,IND,32706,33.98%,285116,
Versova,4 SANDESH DESAI,MNS,5037,29.69%,285116,
Versova,5 ABDUL HAMID ABDUL QAYYUM SHAIK,VBA,2577,27.07%,285116,
Versova,6 NOTA,NOTA,2294,4.17%,285116,
Versova,7 HANS KRISHANLAL SHANKARDASS,IND,387,2.13%,285116,
Versova,8 SALEEM SHAIKH,IUML,352,1.90%,285116,
Versova,9 PRAVIN DABHOLKAR,IND,303,0.32%,285116,
Versova,10 CHHAYA SUNIL TIWARI,JAC,236,0.29%,285116,
Versova,TOTAL,NA,120820,0.25%,NA,
Andheri West,1 Ameet Bhaskar Satam,BJP,65615,0.20%,306222,
Andheri West,2 Ashok Bhau Jadhav,INC,46653,42.38%,306222,
Andheri West,3 Arif Moinuddin Shaikh,AIMIM,7038,49.23%,306222,
Andheri West,4 Kishor Vishnu Rane,MNS,6891,35.00%,306222,
Andheri West,5 NOTA,NOTA,3103,5.28%,306222,
Andheri West,6 Narayanan Keshav Kidappil,CPIM,2772,5.17%,306222,
Andheri West,7 Dr.Ujjay Ramesh Jadhav,IND,544,2.33%,306222,
Andheri West,8 Sayyad Ameen Patel,IND,468,2.08%,306222,
Andheri West,9 Gulaam Haider Gulaam Mohammad Shaikh,JANADIP,195,0.41%,306222,
Andheri West,TOTAL,NA,133279,0.35%,NA,
Andheri East,1 Ramesh Latke,SHS,62773,0.15%,274716,
Andheri East,2 Murji Patel (Kaka),IND,45808,43.52%,274716,
Andheri East,3 Amin Jagdish Kutty,INC,27951,42.67%,274716,
Andheri East,4 Sharad Sopan Yetam,VBA,4315,31.14%,274716,
Andheri East,5 NOTA,NOTA,4311,19.00%,274716,
Andheri East,6 Adv. Rahul Kamble,BSP,917,2.93%,274716,
Andheri East,7 Manojkumar Nayak (Banjara),IND,435,2.93%,274716,
Andheri East,8 Kamlesh Kumar Nandlal Yadav,IND,347,0.62%,274716,
Andheri East,9 Manish Prakash Raut,BVA,260,0.30%,274716,
Andheri East,TOTAL,NA,147117,0.24%,NA,
Vile parle,1 ALAVANI PARAG,BJP,84991,0.18%,262346,
Vile parle,2 JAYANTI JIVABHAI SIROYA,INC,26564,53.55%,262346,
Vile parle,3 JUILEE OMKAR SHENDE,MNS,18406,61.03%,262346,
Vile parle,4 NOTA,NOTA,4286,19.07%,262346,
Vile parle,5 SUNDARRAO BABURAO PADMUKH,VBA,3867,13.22%,262346,
Vile parle,6 RAJENDRA DAYARAM NANDAGAWALI,IND,812,3.08%,262346,
Vile parle,7 SUNNY RAJU JAIN,BMFP,346,2.78%,262346,
Vile parle,TOTAL,NA,139272,0.58%,NA,
Chandivali,1 Dilip Bhausaheb Lande,SHS,85879,0.25%,379343,
Chandivali,2 Khan Mohd.Arif (Naseem),INC,85470,53.09%,379343,
Chandivali,3 ABUL HASAN KHAN,VBA,8876,43.74%,379343,
Chandivali,4 Sumeet Pandurang Baraskar,MNS,7098,43.53%,379343,
Chandivali,5 NOTA,NOTA,3360,4.52%,379343,
Chandivali,6 Mamata Shubhranshu Dixit,IND,1171,3.62%,379343,
Chandivali,7 Mohd Imran Qureshi,AIMIM,1167,1.71%,379343,
Chandivali,8 Er. Siraj Khan,AAAP,729,0.60%,379343,
Chandivali,9 Brijesh Surendranath Tiwari,LD,470,0.59%,379343,
Chandivali,10 Machindra (Bawa) Kothare,IND,456,0.37%,379343,
Chandivali,11 Harshvardhan R. Pandey,IND,422,0.24%,379343,
Chandivali,12 Pt. Sunil Shukla,UnCP,366,0.23%,379343,
Chandivali,13 Mohd. Mobin Shaikh (Azmi),IND,322,0.21%,379343,
Chandivali,14 Sandeep (Bhau) Ramchandra Jadhav,IND,216,0.19%,379343,
Chandivali,15 Hajrat Sardar Pathan Mulani,IND,183,0.16%,379343,
Chandivali,16 Mohammed Hasan Shaikh,IND,156,0.11%,379343,
Chandivali,TOTAL,NA,196341,0.09%,NA,
Ghatkopar West,1 Ram Kadam,BJP,70263,0.08%,271345,
Ghatkopar West,2 Sanjay Bhalerao,IND,41474,51.76%,271345,
Ghatkopar West,3 Ganesh Arjun Chukkal,MNS,15019,47.01%,271345,
Ghatkopar West,4 Anand Rajyavardhan Shukla,INC,9313,27.75%,271345,
Ghatkopar West,5 Ganesh Ravsaheb Owhal,VBA,8088,10.05%,271345,
Ghatkopar West,6 NOTA,NOTA,2297,6.23%,271345,
Ghatkopar West,7 Sudhir Bandu Jadhav,BSP,750,5.41%,271345,
Ghatkopar West,8 Sandeep Prabhakar Yeole,IND,606,1.54%,271345,
Ghatkopar West,9 Dilip BramdeoYadav,IND,482,0.50%,271345,
Ghatkopar West,10 Thorat Latatai (Dwarkabai Sathe),IND,372,0.41%,271345,
Ghatkopar West,11 Bhhaskar Bhhartiy,IND,307,0.32%,271345,
Ghatkopar West,12 Chandu D. Vadar,IND,182,0.25%,271345,
Ghatkopar West,13 Shantaram Vishnu Kamble,PPID,151,0.21%,271345,
Ghatkopar West,14 Nikhil Narvekar,IND,149,0.12%,271345,
Ghatkopar West,TOTAL,NA,149453,0.10%,NA,
Ghatkopar East,1 Parag Shah,BJP,73054,0.10%,234656,
Ghatkopar East,2 Satish Sitaram Pawar,MNS,19735,55.08%,234656,
Ghatkopar East,3 Manisha Sampatrao Surywanshi,INC,15753,57.70%,234656,
Ghatkopar East,4 Vikas Damodar Pawar,VBA,10472,15.59%,234656,
Ghatkopar East,5 NOTA,NOTA,3297,12.44%,234656,
Ghatkopar East,6 Adagale Vikram Popat,BSP,1349,8.27%,234656,
Ghatkopar East,7 Avinash Raghunath Kadam,IND,837,2.60%,234656,
Ghatkopar East,8 Madanlal Kedarnath Gupta,IND,797,1.07%,234656,
Ghatkopar East,9 Sandeep bhai Krishna Pagare,IND,478,0.66%,234656,
Ghatkopar East,10 Comrade Kishor Kardak,MLPOIRF,420,0.63%,234656,
Ghatkopar East,11 Nana Sukhadev Bhise,BMUP,270,0.38%,234656,
Ghatkopar East,12 Prashant Ahirwar,JANADIP,154,0.33%,234656,
Ghatkopar East,TOTAL,NA,126616,0.21%,NA,
Mankhurd shivaji Nagar,1 Abu Asim Azmi,SP,69082,0.12%,304526,
Mankhurd shivaji Nagar,2 Vithal Govind Lokare,SHS,43481,53.96%,304526,
Mankhurd shivaji Nagar,3 Suraiya Akbar Shaikh,VBA,10465,48.18%,304526,
Mankhurd shivaji Nagar,4 Mohammed Siraj Mohammed Iqbal Shaikh,IND,9789,30.32%,304526,
Mankhurd shivaji Nagar,5 Khot Ravindra Krishna,IND,3288,7.30%,304526,
Mankhurd shivaji Nagar,6 Maruti (Dada) Dharma Gaikwad,BSP,2733,6.83%,304526,
Mankhurd shivaji Nagar,7 NOTA,NOTA,1876,2.29%,304526,
Mankhurd shivaji Nagar,8 Khurshed Nazir Khan,IND,949,1.91%,304526,
Mankhurd shivaji Nagar,9 Alamgeer Ahmad R. Rahmani,PECP,800,1.31%,304526,
Mankhurd shivaji Nagar,10 Rakesh Chandrakant Gaikwad,BMUP,531,0.66%,304526,
Mankhurd shivaji Nagar,11 Baban Sopan Thoke,IND,397,0.56%,304526,
Mankhurd shivaji Nagar,TOTAL,NA,143391,0.37%,NA,
Anushakti Nagar,1 NAWAB MALIK,NCP,65217,0.28%,251916,
Anushakti Nagar,2 TUKARAM RAMKRUSHNA KATE,SHS,52466,47.09%,251916,
Anushakti Nagar,3 YASIN ISMAIL SAYED,IND,7701,46.84%,251916,
Anushakti Nagar,4 Adv. VIJAY SURESH RAORANE,MNS,5879,37.68%,251916,
Anushakti Nagar,5 NOTA,NOTA,2290,5.53%,251916,
Anushakti Nagar,6 AKBAR HUSSAIN SHAFI HUSSAIN,IND,1980,4.22%,251916,
Anushakti Nagar,7 AGARWAL JAYAPRAKASH BABULAL,BSP,1319,1.64%,251916,
Anushakti Nagar,8 SHAHNAWAZ SARFRAZ H. SHAIKH,AIMIM,602,1.42%,251916,
Anushakti Nagar,9 VIDHYADHAR YASHWANT GHERADE,IND,358,0.95%,251916,
Anushakti Nagar,10 MADHUKAR MARUTI KODAG,ABHS,280,0.43%,251916,
Anushakti Nagar,11 YASMIN HAFIZULLAH SHAIKH,IND,231,0.26%,251916,
Anushakti Nagar,12 MAHESH APPA SAWANT,SVPP,209,0.20%,251916,
Anushakti Nagar,13 Adv. MAHENDRA BHINGARDIVE,IND,208,0.17%,251916,
Anushakti Nagar,14 ARIF KALIM USMANI,IND,200,0.15%,251916,
Anushakti Nagar,15 RAVI CHARAN SINGH,BMUP,171,0.15%,251916,
Anushakti Nagar,16 ABDUL GAFFAR s/o FARHAD BAIG,IND,115,0.14%,251916,
Anushakti Nagar,TOTAL,NA,139226,0.12%,NA,
Chembur,1 Prakash Vaikunth Phaterpekar,SHS,53264,0.08%,253901,
Chembur,2 Chandrakant Damodar Handore,INC,34246,55.27%,253901,
Chembur,3 Rajendra Jagannath Mahulkar,VBA,23178,40.15%,253901,
Chembur,4 Karna (Bala) Dunbale,MNS,14404,25.82%,253901,
Chembur,5 NOTA,NOTA,3578,17.47%,253901,
Chembur,6 Madhu Rama More,BSP,910,10.86%,253901,
Chembur,7 Dhananjay Shankar Kolkar,IND,658,2.70%,253901,
Chembur,8 Satish Nana Sonawane,IND,633,0.69%,253901,
Chembur,9 Navnath Jaysing Navale,IND,491,0.50%,253901,
Chembur,10 Anita Kiran Patole,SP,432,0.48%,253901,
Chembur,11 Sukesh Zhangiri Singh,AAPP,343,0.37%,253901,
Chembur,12 Kanhyalal Rajaram Gupta,PWPI,297,0.33%,253901,
Chembur,13 Tatoba Pandurang Zende,APoI,220,0.26%,253901,
Chembur,TOTAL,NA,132654,0.22%,NA,
Kurla,1 Mangesh Kudalkar,SHS,55049,0.17%,274813,
Kurla,2 Milind (Anna) Bhupal Kamble,NCP,34036,52.25%,274813,
Kurla,3 Adv. Ratnakar Dynanu Davare,AIMIM,17349,44.60%,274813,
Kurla,4 Appasaheb Anandarao Avchare,MNS,9771,27.57%,274813,
Kurla,5 NOTA,NOTA,4521,14.06%,274813,
Kurla,6 Nitin Gangaram Bhosale,BSP,1979,7.92%,274813,
Kurla,7 Ganesh Ankush Shinde,APoI,729,3.66%,274813,
Kurla,TOTAL,NA,123434,1.60%,NA,
Kalina,1 SANJAY GOVIND POTNIS,SHS,43319,0.59%,237655,
Kalina,2 GEORGE ABRAHAM,INC,38388,44.92%,237655,
Kalina,3 SANJAY RAMCHANDRA TURDE,MNS,22405,36.53%,237655,
Kalina,4 NOTA,NOTA,3012,32.37%,237655,
Kalina,5 MANISHA SACHIN JADHAV,VBA,2979,18.89%,237655,
Kalina,6 MOHAMMED SUFIYAN SAYED,AIMIM,2637,2.54%,237655,
Kalina,7 JAVED MOHAMMAD RAFIQUE SHAIKH,IND,1496,2.51%,237655,
Kalina,8 ISMAIL IBRAHIM SHAIKH,SP,1250,2.22%,237655,
Kalina,9 MORE VINOD PUNDLIK,BSP,1192,1.26%,237655,
Kalina,10 ADV. PRADEEP NAMBIAR,IND,619,1.05%,237655,
Kalina,11 LAXMAN NAGU KAIKADI,APoI,356,1.01%,237655,
Kalina,12 GAYATRI R JAISWAL,PWPI,353,0.52%,237655,
Kalina,13 SATPUTE VISHAL JANU,IND,326,0.30%,237655,
Kalina,14 TAFFAJJUL HUSAIN KHAN (JUGNU),BAHUMP,148,0.30%,237655,
Kalina,15 SHORAB SHAIKH,BHABHAPA,101,0.27%,237655,
Kalina,TOTAL,NA,118581,0.12%,NA,
Vandre East,1 ZEESHAN BABA SIDDIQUE,INC,38337,0.09%,251371,
Vandre East,2 PRIN. VISHWANATH PANDURANG MAHADESHWAR,SHS,32547,49.90%,251371,
Vandre East,3 TRUPTI PRAKASH (BALA) SAWANT,IND,24071,30.28%,251371,
Vandre East,4 MOHAMMED SAALIM QURESHI,AIMIM,12594,25.71%,251371,
Vandre East,5 AKHIL ANIL CHITRE,MNS,10683,19.01%,251371,
Vandre East,6 JAVED AHMED FATH MHMMED SAIKH,VBA,2913,9.95%,251371,
Vandre East,7 NOTA,NOTA,2548,8.44%,251371,
Vandre East,8 GAMRE VISHAL VISWASH,BSP,1091,2.30%,251371,
Vandre East,9 NOOR MOHD FATEH MOHD SHAIKH,IUML,495,2.01%,251371,
Vandre East,10 KISHOR BHIMA IGAVE,IND,354,0.86%,251371,
Vandre East,11 ANILSINGH CHAUHAN,IND,271,0.39%,251371,
Vandre East,12 MOHOMMAD UMER ABDUL SATTAR QURESHI,BMUP,265,0.28%,251371,
Vandre East,13 PRAGATI DEEPAK JADHAV,PPID,230,0.21%,251371,
Vandre East,14 DEVCHAND EKNATH RANDIVE,PWPI,198,0.21%,251371,
Vandre East,TOTAL,NA,126597,0.18%,NA,
Vandre West,1 ADV. ASHISH BABAJI SHELAR,BJP,74816,0.16%,297716,
Vandre West,2 ASIF AHMED ZAKARIA,INC,48309,50.36%,297716,
Vandre West,3 NOTA,NOTA,3531,57.11%,297716,
Vandre West,4 ISTIYAK BASHIR JAGIRDAR,VBA,3312,36.88%,297716,
Vandre West,5 ARUN VITTHAL JADHAV,BSP,1036,2.70%,297716,
Vandre West,TOTAL,NA,131004,2.53%,NA,
Dharavi,1 Gaikwad Varsha Eknath,INC,53954,0.79%,250251,
Dharavi,2 Ashish Vasant More,SHS,42130,44.00%,250251,
Dharavi,3 Manoj Sansare,AIMIM,13099,45.31%,250251,
Dharavi,4 Kawade Sandeep Vinayak,MNS,4062,35.38%,250251,
Dharavi,5 Anita Deepak Gautam,BSP,1870,11.00%,250251,
Dharavi,6 NOTA,NOTA,1869,3.41%,250251,
Dharavi,7 Ganesh Bajirao Kadam,ABHM,661,1.57%,250251,
Dharavi,8 Babita Vijay Shinde,IND,459,1.57%,250251,
Dharavi,9 Ravindra Yadav Angarkhe,BMUP,294,0.56%,250251,
Dharavi,10 Vikas Maruti Rokde,IND,267,0.39%,250251,
Dharavi,11 Dalvi Raju Sahebrao,IND,233,0.25%,250251,
Dharavi,12 Giriraj Dashrath Sherkhane,IND,179,0.22%,250251,
Dharavi,TOTAL,NA,119077,0.20%,NA,
Sion koliwada,1 Captain R Tamil Selvan,BJP,54845,0.15%,257293,
Sion koliwada,2 Ganesh Kumar Yadav,INC,40894,47.58%,257293,
Sion koliwada,3 Anant Laxman Kamble,MNS,13684,42.24%,257293,
Sion koliwada,4 Amiruddin Alqamar Nizamuddin (Aamir Edresy),VBA,11556,31.49%,257293,
Sion koliwada,5 NOTA,NOTA,3259,10.54%,257293,
Sion koliwada,6 Vilas Dhondu Kamble,BSP,1724,8.90%,257293,
Sion koliwada,7 Com. Vijay Ashok Dalvi,CPI,1696,2.51%,257293,
Sion koliwada,8 Adv. Shanta Nair,BAHUMP,986,1.33%,257293,
Sion koliwada,9 Shamshe Alam Gulam Husein Shaikh,PECP,464,1.31%,257293,
Sion koliwada,10 Attadeep Jadhav,PWPI,340,0.76%,257293,
Sion koliwada,11 Adv. Ashwini Arun Kasbe,PRBHPRP,250,0.36%,257293,
Sion koliwada,12 Bala Venkatesh Vinayak Nadar,AAPP,153,0.26%,257293,
Sion koliwada,TOTAL,NA,129851,0.19%,NA,
Wadala,1 Kalidas Nilkanth Kolambkar,BJP,56485,0.12%,203776,
Wadala,2 Shivkumar Uday Lad,INC,25640,50.47%,203776,
Wadala,3 Anand Mohan Prabhu,MNS,15779,52.01%,203776,
Wadala,4 Laxman Kashinath Pawar,IND,6544,23.61%,203776,
Wadala,5 NOTA,NOTA,3432,14.53%,203776,
Wadala,6 Mohammad Irshad Taoufiq Khan,AIMF,442,6.03%,203776,
Wadala,7 Yashwant Shivaji Waghmare,IND,278,3.16%,203776,
Wadala,TOTAL,NA,108600,0.41%,NA,
Mahim,1 Sada Sarvankar,SHS,61337,0.26%,235479,
Mahim,2 Sandeep Sudhakar Deshpande,MNS,42690,53.29%,235479,
Mahim,3 Pravin Naik,INC,15246,49.45%,235479,
Mahim,4 NOTA,NOTA,3912,34.42%,235479,
Mahim,5 Mohanish Ravindra Raul,IND,843,12.29%,235479,
Mahim,TOTAL,NA,124028,3.15%,NA,
Worli,1 Aaditya Uddhav Thackeray,SHS,89248,0.68%,269003,
Worli,2 Adv. (Dr.) Suresh Mane,NCP,21821,52.67%,269003,
Worli,3 Gautam Anna Gaikwad,VBA,6572,69.14%,269003,
Worli,4 NOTA,NOTA,6305,16.91%,269003,
Worli,5 Vishram Tida Padam,BSP,1932,5.09%,269003,
Worli,6 Adv. Rupesh Lilachandra Turbhekar,IND,829,4.88%,269003,
Worli,7 Abhijit Wamanrao Bichukale,IND,781,1.50%,269003,
Worli,8 Pratap Baburao Hawaldar (Desai),PHJSP,456,0.64%,269003,
Worli,9 Mangal Pranjeevan Rajgor,IND,247,0.61%,269003,
Worli,10 Mahesh Popat Khandekar,IND,236,0.35%,269003,
Worli,11 Adv. Vijay Janardhan Shiktode,IND,193,0.19%,269003,
Worli,12 Bansode Santosh Kisan,BMSM,179,0.18%,269003,
Worli,13 Nitin Vishwas Gaikwad,IND,160,0.15%,269003,
Worli,14 Milind Kamble,IND,115,0.14%,269003,
Worli,TOTAL,NA,129074,0.12%,NA,
Shivadi,1 Ajay Vinayak Choudhari,SHS,77687,0.09%,274989,
Shivadi,2 Santosh Raghunath Nalawade,MNS,38350,47.98%,274989,
Shivadi,3 Uday Vitthal Phansekar,INC,13368,57.27%,274989,
Shivadi,4 NOTA,NOTA,4308,28.27%,274989,
Shivadi,5 Madan Harishchandra Khale,BSP,1948,9.85%,274989,
Shivadi,TOTAL,NA,135661,3.18%,NA,
Byculla,1 Yamini Yashwant Jadhav,SHS,51180,1.44%,245923,
Byculla,2 Waris Yusuf Pathan,AIMIM,31157,49.33%,245923,
Byculla,3 Anna Madhu Chavan,INC,24139,41.03%,245923,
Byculla,4 Geeta Ajay Gawli,ABHS,10493,24.98%,245923,
Byculla,5 NOTA,NOTA,2791,19.35%,245923,
Byculla,6 Ajaz Khan,IND,2174,8.41%,245923,
Byculla,7 Francis Sabastian D’Souza,IND,929,2.24%,245923,
Byculla,8 Jaiswar Kripashankar Rammurat,BSP,591,1.74%,245923,
Byculla,9 Sameer Salauddin Thakur,IND,406,0.74%,245923,
Byculla,10 Rasheed Khan,BAHUMP,378,0.47%,245923,
Byculla,11 Abdul Hamid Shaikh,IUML,364,0.33%,245923,
Byculla,12 Mohd. Naeem Shaikh,AimPP,121,0.30%,245923,
Byculla,TOTAL,NA,124723,0.29%,NA,
Malabar hill,1 Mangal Prabhat Lodha,BJP,93538,0.10%,262400,
Malabar hill,2 Heera Navaji Devasi,INC,21666,50.72%,262400,
Malabar hill,3 NOTA,NOTA,5392,75.87%,262400,
Malabar hill,4 Arjun Ramesh Jadhav,BMFP,690,17.57%,262400,
Malabar hill,5 Shankar Sonawane,IND,558,4.37%,262400,
Malabar hill,6 Vishal Sopan Gurav,BSP,455,0.56%,262400,
Malabar hill,7 Rajesh Shinde,IND,366,0.45%,262400,
Malabar hill,8 Abhay Sureshrao Kathale,NYP,206,0.37%,262400,
Malabar hill,9 Mohammed Mahtab Shaikh,BMUP,184,0.30%,262400,
Malabar hill,10 Satendra Surendra Singh,IND,128,0.17%,262400,
Malabar hill,11 Sayed Mohammed Arshad,AimPP,106,0.15%,262400,
Malabar hill,TOTAL,NA,123289,0.10%,NA,
Mumbadevi,1 Amin Patel,INC,58952,0.09%,244145,
Mumbadevi,2 Pandurang Ganpat Sakpal,SHS,35297,46.99%,244145,
Mumbadevi,3 Bashir Musa Patel,AIMIM,6373,54.87%,244145,
Mumbadevi,4 Keshav Ramesh Mulay,MNS,3185,32.85%,244145,
Mumbadevi,5 NOTA,NOTA,1539,5.93%,244145,
Mumbadevi,6 Shamsher Khan Vazir Khan Pathan,VBA,1264,2.96%,244145,
Mumbadevi,7 Udaykumar Ramchandra Shiroorkar,IND,255,1.43%,244145,
Mumbadevi,8 Waris Ali Shaikh,BSP,214,1.18%,244145,
Mumbadevi,9 Mohamed Juned Shaikh,ABHS,148,0.24%,244145,
Mumbadevi,10 Mohd. Naeem Shaikh,AimPP,95,0.20%,244145,
Mumbadevi,11 Najeeb Sayed,SVPP,68,0.14%,244145,
Mumbadevi,12 Nazir Khan,IUML,57,0.09%,244145,
Mumbadevi,TOTAL,NA,107447,0.06%,NA,
Colaba,1 Adv. Rahul Suresh Narwekar,BJP,57420,0.05%,266587,
Colaba,2 Ashok Arjunrao alias Bhai Jagtap,INC,41225,44.01%,266587,
Colaba,3 Jitendra Ramchandra Kamble,VBA,3011,53.85%,266587,
Colaba,4 NOTA,NOTA,2921,38.66%,266587,
Colaba,5 Santosh Gopinath Chavan,IND,667,2.82%,266587,
Colaba,6 Arjun Ganpat Rukhe,BSP,615,2.74%,266587,
Colaba,7 Amol Tulsidas Govalkar,KKJHS,340,0.63%,266587,
Colaba,8 Bharat Purohit,IND,237,0.58%,266587,
Colaba,9 Rajendra Daulat Suryavanshi,AimPP,194,0.32%,266587,
Colaba,TOTAL,NA,106630,0.22%,NA,
Panvel,1 PRASHANT RAMSHETH THAKUR,BJP,179109,0.18%,557513,
Panvel,2 HARESH MANOHAR KENI,PWPI,86379,40.00%,557513,
Panvel,3 NOTA,NOTA,12399,59.21%,557513,
Panvel,4 HARESH S. KENI,IND,8797,28.56%,557513,
Panvel,5 FULCHAND MANGAL KITKE,BSP,5827,4.10%,557513,
Panvel,6 ARUN RAM MHATRE,IND,3544,2.91%,557513,
Panvel,7 KANTILAL HARISHCHANDRA KADU,IND,2123,1.93%,557513,
Panvel,8 PRAVIN SUBHASH PATIL,BMUP,1987,1.17%,557513,
Panvel,9 ADV. MANVENDRA YALLAPPA VAIDU,MHBHVCAG,900,0.70%,557513,
Panvel,10 RAJEEV KUMAR SINHA,INNP,713,0.66%,557513,
Panvel,11 SANJAY GANPAT CHAUDHARI,IND,703,0.30%,557513,
Panvel,TOTAL,NA,302481,0.24%,NA,
Karjat,1 Mahendra Sadashiv Thorve,SHS,102208,0.23%,282310,
Karjat,2 Sureshbhau Narayan Lad,NCP,84162,54.26%,282310,
Karjat,3 Akram Mohammed Islam Khan,VBA,4214,51.04%,282310,
Karjat,4 NOTA,NOTA,3072,42.03%,282310,
Karjat,5 Suresh Chintaman Gaikwad,BSP,1493,2.10%,282310,
Karjat,6 Adv. Gopal Gunja Shelake,CPI,1240,1.53%,282310,
Karjat,7 Jaitu Kanu Pirkad,IND,1216,0.75%,282310,
Karjat,8 Lad Suresh Tukaram,IND,733,0.62%,282310,
Karjat,9 Prakash Bhivaji Mahadik,BAHUMP,652,0.61%,282310,
Karjat,10 Pushpa Mangesh Mhatre,PPID,504,0.37%,282310,
Karjat,11 Nikhil Ramchandra Harpude,IND,441,0.33%,282310,
Karjat,12 Kishor Narayan Shitole,JALOP,308,0.25%,282310,
Karjat,TOTAL,NA,200243,0.22%,NA,
Uran,1 Mahesh Baldi,IND,74549,0.15%,294194,
Uran,2 Manohar Gajanan Bhoir,SHS,68839,70.93%,294194,
Uran,3 Vivek Patil,PWPI,61601,34.05%,294194,
Uran,4 Atul Parshuram Bhagat,MNS,5096,31.44%,294194,
Uran,5 NOTA,NOTA,3077,28.14%,294194,
Uran,6 Adv. Rakesh Narayan Patil,VBA,1713,2.33%,294194,
Uran,7 Madhukar Sudam Kadu,IND,1581,1.41%,294194,
Uran,8 Santosh Madhukar Patil,BSP,1358,0.78%,294194,
Uran,9 Santosh Shankar Bhagat,IND,1133,0.72%,294194,
Uran,TOTAL,NA,218947,0.62%,NA,
Pen,1 Ravisheth Patil,BJP,112380,0.52%,302036,
Pen,2 Dhairyashil Mohan Patil,PWPI,88329,74.42%,302036,
Pen,3 NOTA,NOTA,2473,52.05%,302036,
Pen,4 Nanda Mhatre,INC,2330,40.91%,302036,
Pen,5 Ravi Patil,IND,1561,1.15%,302036,
Pen,6 Gharat Ramsheth Manglya,IND,1556,1.08%,302036,
Pen,7 Pawar Ramesh Gauru,VBA,1413,0.72%,302036,
Pen,8 Mohan Ramchandra Patil,IND,1279,0.72%,302036,
Pen,9 Dhanraj Lakshman Khaire,BALP,1235,0.65%,302036,
Pen,10 Ravi Patil,IND,897,0.59%,302036,
Pen,11 Balaram Shankar Gaikwad,BSP,736,0.57%,302036,
Pen,12 Rohidas Govind Gaikwad,IND,699,0.42%,302036,
Pen,13 Pawar Sunita Ganesh,IND,555,0.34%,302036,
Pen,14 Amod Ramchandra Mundhe,IND,257,0.32%,302036,
Pen,15 Sandip(Bhai) Pandurang Parte,BAHUMP,226,0.26%,302036,
Pen,TOTAL,NA,215926,0.12%,NA,
Alibag,1 Mahendra Hari Dalvi,SHS,111946,0.10%,294748,
Alibag,2 Subhash Alias Panditshet Patil,PWPI,79022,71.49%,294748,
Alibag,3 Rajendra Madhukar Thakur Alias Rajabhau Thakur,IND,11891,52.11%,294748,
Alibag,4 Ashraf Latif Ghatte,IND,2920,36.78%,294748,
Alibag,5 Adv. Thakur Shraddha Mahesh,INC,2526,5.54%,294748,
Alibag,6 NOTA,NOTA,2313,1.36%,294748,
Alibag,7 Ravikant Ramchandra Perekar,VBA,1139,1.18%,294748,
Alibag,8 Anil Baban Gaikwad,BSP,756,1.08%,294748,
Alibag,9 Chintaman Laxman Patil,IND,725,0.53%,294748,
Alibag,10 Shrinivas Satyanarayan Mattaparti,IND,414,0.35%,294748,
Alibag,11 Dinkar Ganpat Khariwle,IND,366,0.34%,294748,
Alibag,12 Sandeep Bapu Sarang,LB,359,0.19%,294748,
Alibag,13 Hemlata Ramnath Patil,PHJSP,303,0.17%,294748,
